,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.030999231338500976,0.000506307872631729,0.00485539436340332,0.0004274713612079751,0.5611516415334505,0.9507143064099162,"{'clf__C': np.float64(0.5611516415334505), 'clf__l1_ratio': np.float64(0.9507143064099162)}",0.7542113323124043,0.7212863705972435,0.7302681992337164,0.7379310344827587,0.7134099616858237,0.7314213796623894,0.014072789055823274,4
1,0.030759477615356447,0.0022375102086237826,0.004810810089111328,0.0003722271306299577,2.9106359131330697,0.5986584841970366,"{'clf__C': np.float64(2.9106359131330697), 'clf__l1_ratio': np.float64(0.5986584841970366)}",0.7542113323124043,0.722052067381317,0.7302681992337164,0.7371647509578544,0.7134099616858237,0.7314212623142232,0.013898872406109231,6
2,0.02930903434753418,0.0016659384686146326,0.0047152996063232425,0.0002857337246543505,0.20513382630874505,0.15599452033620265,"{'clf__C': np.float64(0.20513382630874505), 'clf__l1_ratio': np.float64(0.15599452033620265)}",0.7534456355283308,0.7212863705972435,0.7310344827586207,0.7379310344827587,0.7134099616858237,0.7314214970105555,0.013818268543860656,2
3,0.03126206398010254,0.002775321153715038,0.005026626586914063,0.0004579901730934508,0.13066739238053282,0.8661761457749352,"{'clf__C': np.float64(0.13066739238053282), 'clf__l1_ratio': np.float64(0.8661761457749352)}",0.7526799387442573,0.722052067381317,0.7318007662835249,0.7386973180076628,0.7126436781609196,0.7315747537155362,0.01374974920169418,1
4,0.032186126708984374,0.0015915453024932206,0.004971504211425781,0.0005293778826409936,1.5930522616241019,0.7080725777960455,"{'clf__C': np.float64(1.5930522616241019), 'clf__l1_ratio': np.float64(0.7080725777960455)}",0.7542113323124043,0.722052067381317,0.7302681992337164,0.7371647509578544,0.7134099616858237,0.7314212623142232,0.013898872406109231,6
5,0.03416233062744141,0.005798753299763566,0.0059069633483886715,0.0007421513750788452,0.10994335574766201,0.9699098521619943,"{'clf__C': np.float64(0.10994335574766201), 'clf__l1_ratio': np.float64(0.9699098521619943)}",0.7526799387442573,0.722052067381317,0.7310344827586207,0.7386973180076628,0.7126436781609196,0.7314214970105555,0.013750646446515441,2
6,0.03603272438049317,0.004579210123722304,0.005223369598388672,0.001103614056708345,4.622589001020832,0.21233911067827616,"{'clf__C': np.float64(4.622589001020832), 'clf__l1_ratio': np.float64(0.21233911067827616)}",0.7542113323124043,0.722052067381317,0.7302681992337164,0.7371647509578544,0.7134099616858237,0.7314212623142232,0.013898872406109231,6
7,0.030968618392944337,0.0003666876010373502,0.005017471313476562,0.0006197428606038013,0.23102018878452935,0.18340450985343382,"{'clf__C': np.float64(0.23102018878452935), 'clf__l1_ratio': np.float64(0.18340450985343382)}",0.7534456355283308,0.7212863705972435,0.7302681992337164,0.7379310344827587,0.7134099616858237,0.7312682403055746,0.01382595823365598,10
8,0.031850337982177734,0.0036036519768032124,0.005008602142333984,0.00044997969797850804,0.4059611610484306,0.5247564316322378,"{'clf__C': np.float64(0.4059611610484306), 'clf__l1_ratio': np.float64(0.5247564316322378)}",0.7542113323124043,0.7212863705972435,0.7302681992337164,0.7379310344827587,0.7134099616858237,0.7314213796623894,0.014072789055823274,4
9,0.0296356201171875,0.001663715290382507,0.004621171951293945,0.0001264378121395214,0.7309539835912913,0.2912291401980419,"{'clf__C': np.float64(0.7309539835912913), 'clf__l1_ratio': np.float64(0.2912291401980419)}",0.7542113323124043,0.722052067381317,0.7302681992337164,0.7371647509578544,0.7134099616858237,0.7314212623142232,0.013898872406109231,6
