,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__gamma,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__reg_alpha,param_clf__reg_lambda,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5542868137359619,0.1573102470142518,0.009804105758666993,0.003144009719125379,0.7000000000000001,3.0,0.7969454818643931,16,700,0,0,0.7000000000000001,"{'clf__colsample_bytree': np.float64(0.7000000000000001), 'clf__gamma': np.float64(3.0), 'clf__learning_rate': np.float64(0.7969454818643931), 'clf__max_depth': np.int64(16), 'clf__n_estimators': np.int64(700), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.7000000000000001)}",0.7166921898928025,0.723583460949464,0.714176245210728,0.6973180076628352,0.6704980842911877,0.7044535976014035,0.01904814015833199,9
1,0.3017557621002197,0.02043879681199184,0.007712745666503906,0.0008496692213936351,0.8,4.0,0.15930522616241014,16,300,0,0,0.2,"{'clf__colsample_bytree': np.float64(0.8), 'clf__gamma': np.float64(4.0), 'clf__learning_rate': np.float64(0.15930522616241014), 'clf__max_depth': np.int64(16), 'clf__n_estimators': np.int64(300), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.2)}",0.7687595712098009,0.7411944869831547,0.7448275862068966,0.7402298850574712,0.7256704980842912,0.7441364055083228,0.013940470175392808,3
2,0.06258616447448731,0.006536541949097511,0.005266380310058594,0.00027550082956008396,0.8,3.0,0.7535384509295541,4,100,0,0,0.9,"{'clf__colsample_bytree': np.float64(0.8), 'clf__gamma': np.float64(3.0), 'clf__learning_rate': np.float64(0.7535384509295541), 'clf__max_depth': np.int64(4), 'clf__n_estimators': np.int64(100), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.9)}",0.7611026033690659,0.7565084226646248,0.7471264367816092,0.7394636015325671,0.7218390804597701,0.7452080289615275,0.013878925625352341,2
3,1.1096654415130616,0.0764025002318769,0.010657835006713866,0.0016488902991670512,0.1,2.0,0.1673808578875213,20,1600,0,0,0.4,"{'clf__colsample_bytree': np.float64(0.1), 'clf__gamma': np.float64(2.0), 'clf__learning_rate': np.float64(0.1673808578875213), 'clf__max_depth': np.int64(20), 'clf__n_estimators': np.int64(1600), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.4)}",0.7411944869831547,0.7419601837672282,0.7340996168582375,0.7157088122605364,0.7095785440613027,0.728508328786092,0.013381463952460305,6
4,1.2896384239196776,0.8506990293316059,0.009163808822631837,0.0005967945630105967,0.9,2.0,0.5246634533625282,14,900,0,0,0.4,"{'clf__colsample_bytree': np.float64(0.9), 'clf__gamma': np.float64(2.0), 'clf__learning_rate': np.float64(0.5246634533625282), 'clf__max_depth': np.int64(14), 'clf__n_estimators': np.int64(900), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.4)}",0.7036753445635529,0.7258805513016845,0.7111111111111111,0.69272030651341,0.6973180076628352,0.7061410642305188,0.011648103315149172,8
5,2.3294147491455077,1.3194983597914112,0.012875652313232422,0.0024961313525332382,0.9,3.0,0.1338370747253677,20,900,0,0,0.2,"{'clf__colsample_bytree': np.float64(0.9), 'clf__gamma': np.float64(3.0), 'clf__learning_rate': np.float64(0.1338370747253677), 'clf__max_depth': np.int64(20), 'clf__n_estimators': np.int64(900), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.2)}",0.7297090352220521,0.7335375191424196,0.7348659003831418,0.714176245210728,0.7049808429118773,0.7234539085740437,0.01181836334667309,7
6,1.1583163738250732,0.14951748614903293,0.012615489959716796,0.0007656780563119702,0.4,3.0,0.07591104805282695,14,1200,0,0,0.1,"{'clf__colsample_bytree': np.float64(0.4), 'clf__gamma': np.float64(3.0), 'clf__learning_rate': np.float64(0.07591104805282695), 'clf__max_depth': np.int64(14), 'clf__n_estimators': np.int64(1200), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.1)}",0.7473200612557427,0.7473200612557427,0.7402298850574712,0.7333333333333333,0.7210727969348659,0.7378552275674312,0.009868157447984183,4
7,0.5836862087249756,0.16640929414197148,0.008320951461791992,0.0005622643826516642,0.4,1.0,0.21137059440645725,4,600,0,0,0.4,"{'clf__colsample_bytree': np.float64(0.4), 'clf__gamma': np.float64(1.0), 'clf__learning_rate': np.float64(0.21137059440645725), 'clf__max_depth': np.int64(4), 'clf__n_estimators': np.int64(600), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.4)}",0.7473200612557427,0.7488514548238897,0.7363984674329502,0.7295019157088123,0.7226053639846743,0.7369354526412139,0.010106715286758963,5
8,1.8702872753143311,0.5278545129596582,0.016506242752075195,0.0007347763916996835,0.6,4.0,0.8692991511139546,20,1200,0,0,0.4,"{'clf__colsample_bytree': np.float64(0.6), 'clf__gamma': np.float64(4.0), 'clf__learning_rate': np.float64(0.8692991511139546), 'clf__max_depth': np.int64(20), 'clf__n_estimators': np.int64(1200), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.4)}",0.6868300153139357,0.6921898928024502,0.668199233716475,0.6559386973180077,0.6804597701149425,0.6767235218531622,0.013114738355619009,10
9,0.7357948303222657,0.1164621222518343,0.00879669189453125,0.0008451952147372132,0.8,5.0,0.024658447214487383,18,800,0,0,0.5,"{'clf__colsample_bytree': np.float64(0.8), 'clf__gamma': np.float64(5.0), 'clf__learning_rate': np.float64(0.024658447214487383), 'clf__max_depth': np.int64(18), 'clf__n_estimators': np.int64(800), 'clf__reg_alpha': np.int64(0), 'clf__reg_lambda': np.int64(0), 'clf__subsample': np.float64(0.5)}",0.7825421133231241,0.7572741194486983,0.7701149425287356,0.7547892720306514,0.7432950191570882,0.7616030932976595,0.013499984374359515,1
